datetime,road_segment,is_peakhour,speed,congestion_index,arrival_time
2019-12-17 09:00:57,maitighar_putalisadak,peak,16.76,Moderate,4.1
2019-12-18 11:42:08,maitighar_putalisadak,off_peak,10.7,Heavy,6.4
2019-12-17 12:43:00,maitighar_putalisadak,off_peak,2.58,Heavy,26.7
2019-12-05 05:24:29,maitighar_putalisadak,off_peak,9.12,Heavy,7.6
2019-12-18 14:01:18,maitighar_putalisadak,off_peak,18.4,Moderate,3.8
2019-12-25 07:57:19,maitighar_putalisadak,off_peak,13.75,Heavy,5.0
2019-12-18 09:31:21,maitighar_putalisadak,peak,2.45,Heavy,28.2
2019-12-04 11:07:33,maitighar_putalisadak,off_peak,11.59,Heavy,6.0
2019-12-23 05:36:15,maitighar_putalisadak,off_peak,14.5,Heavy,4.8
2019-12-09 09:52:43,maitighar_putalisadak,peak,4.72,Heavy,14.6
2019-12-10 08:46:29,maitighar_putalisadak,peak,10.22,Heavy,6.8
2019-12-05 05:41:40,maitighar_putalisadak,off_peak,13.69,Heavy,5.0
2019-12-20 13:35:03,maitighar_putalisadak,off_peak,27.96,Mild,2.5
2019-12-17 08:30:20,maitighar_putalisadak,peak,4.77,Heavy,14.5
2019-12-05 06:34:19,maitighar_putalisadak,off_peak,13.51,Heavy,5.1
2019-12-12 13:37:31,maitighar_putalisadak,off_peak,15.01,Moderate,4.6
2019-12-13 10:29:03,maitighar_putalisadak,peak,4.58,Heavy,15.1
2019-12-20 09:25:38,maitighar_putalisadak,peak,8.14,Heavy,8.5
2019-12-15 12:35:49,maitighar_putalisadak,off_peak,7.73,Heavy,8.9
2019-12-31 05:27:00,maitighar_putalisadak,off_peak,10.52,Heavy,6.6
2019-12-18 10:33:33,maitighar_putalisadak,peak,16.48,Moderate,4.2
2019-12-16 10:59:59,maitighar_putalisadak,peak,3.89,Heavy,17.7
2019-12-20 10:20:32,maitighar_putalisadak,peak,24.92,Mild,2.8
2019-12-10 12:18:32,maitighar_putalisadak,off_peak,21.6,Mild,3.2
2019-12-04 10:38:59,maitighar_putalisadak,peak,9.98,Heavy,6.9
2019-12-26 13:55:05,maitighar_putalisadak,off_peak,21.43,Mild,3.2
2019-12-25 09:32:17,maitighar_putalisadak,peak,14.64,Heavy,4.7
2019-12-23 07:43:43,maitighar_putalisadak,off_peak,12.8,Heavy,5.4
2019-12-22 11:12:28,maitighar_putalisadak,off_peak,15.24,Moderate,4.5
2019-12-16 12:52:43,maitighar_putalisadak,off_peak,4.43,Heavy,15.6
2019-12-08 12:50:49,maitighar_putalisadak,off_peak,7.2,Heavy,9.6
2019-12-11 05:42:37,maitighar_putalisadak,off_peak,8.85,Heavy,7.8
2019-12-20 05:06:58,maitighar_putalisadak,off_peak,13.52,Heavy,5.1
2019-12-25 06:20:32,maitighar_putalisadak,off_peak,20.38,Mild,3.4
2019-12-23 06:09:02,maitighar_putalisadak,off_peak,4.55,Heavy,15.2
2019-12-25 09:56:49,maitighar_putalisadak,peak,17.63,Moderate,3.9
2019-12-20 10:15:29,maitighar_putalisadak,peak,1.77,Heavy,39.0
2019-12-18 09:15:54,maitighar_putalisadak,peak,1.85,Heavy,37.3
2019-12-31 13:08:18,maitighar_putalisadak,off_peak,12.44,Heavy,5.5
2019-12-04 12:53:03,maitighar_putalisadak,off_peak,14.95,Heavy,4.6
2019-12-20 11:53:35,maitighar_putalisadak,off_peak,11.43,Heavy,6.0
2019-12-30 06:07:53,maitighar_putalisadak,off_peak,2.9,Heavy,23.8
2019-12-19 11:51:05,maitighar_putalisadak,off_peak,10.36,Heavy,6.7
2019-12-16 06:01:19,maitighar_putalisadak,off_peak,8.66,Heavy,8.0
2019-12-31 13:26:43,maitighar_putalisadak,off_peak,10.97,Heavy,6.3
2019-12-27 17:02:38,maitighar_putalisadak,peak,19.06,Moderate,3.6
2019-12-31 07:53:27,maitighar_putalisadak,off_peak,5.26,Heavy,13.1
2019-12-25 13:17:50,maitighar_putalisadak,off_peak,7.07,Heavy,9.8
2019-12-08 10:51:27,maitighar_putalisadak,peak,5.61,Heavy,12.3
2019-12-23 09:41:27,maitighar_putalisadak,peak,5.16,Heavy,13.4
2019-12-05 09:20:34,maitighar_putalisadak,peak,12.71,Heavy,5.4
2019-12-04 11:33:01,maitighar_putalisadak,off_peak,3.07,Heavy,22.5
2019-12-22 09:55:31,maitighar_putalisadak,peak,4.68,Heavy,14.7
2019-12-16 06:54:13,maitighar_putalisadak,off_peak,21.54,Mild,3.2
2019-12-10 06:27:04,maitighar_putalisadak,off_peak,20.41,Mild,3.4
2019-12-04 08:04:57,maitighar_putalisadak,peak,5.1,Heavy,13.5
2019-12-17 14:46:37,maitighar_putalisadak,off_peak,21.83,Mild,3.2
2019-12-06 07:41:32,maitighar_putalisadak,off_peak,9.48,Heavy,7.3
2019-12-19 05:17:39,maitighar_putalisadak,off_peak,5.91,Heavy,11.7
2019-12-22 10:00:05,maitighar_putalisadak,peak,3.35,Heavy,20.6
2019-12-05 10:36:14,maitighar_putalisadak,peak,1.99,Heavy,34.7
2019-12-26 07:12:38,maitighar_putalisadak,off_peak,13.96,Heavy,4.9
2019-12-05 16:01:05,maitighar_putalisadak,peak,26.03,Mild,2.7
2019-12-17 13:58:09,maitighar_putalisadak,off_peak,17.43,Moderate,4.0
2019-12-03 06:08:43,maitighar_putalisadak,off_peak,17.05,Moderate,4.0
2019-12-27 07:47:34,maitighar_putalisadak,off_peak,12.34,Heavy,5.6
2019-12-25 09:02:30,maitighar_putalisadak,peak,6.74,Heavy,10.2
2019-12-11 13:36:42,maitighar_putalisadak,off_peak,12.91,Heavy,5.3
2019-12-05 05:41:00,maitighar_putalisadak,off_peak,3.85,Heavy,17.9
2019-12-05 05:42:38,maitighar_putalisadak,off_peak,3.85,Heavy,17.9
2019-12-18 08:44:27,maitighar_putalisadak,peak,5.19,Heavy,13.3
2019-12-12 12:32:22,maitighar_putalisadak,off_peak,7.49,Heavy,9.2
2019-12-10 13:37:05,maitighar_putalisadak,off_peak,6.7,Heavy,10.3
2019-12-11 14:51:02,maitighar_putalisadak,off_peak,22.27,Mild,3.1
2019-12-04 11:33:31,maitighar_putalisadak,off_peak,8.81,Heavy,7.8
2019-12-19 07:59:47,maitighar_putalisadak,off_peak,6.4,Heavy,10.8
2019-12-05 05:42:04,maitighar_putalisadak,off_peak,3.85,Heavy,17.9
2019-12-05 05:42:18,maitighar_putalisadak,off_peak,3.85,Heavy,17.9
2019-12-27 05:52:58,maitighar_putalisadak,off_peak,6.6,Heavy,10.5
2019-12-12 07:22:56,maitighar_putalisadak,off_peak,5.85,Heavy,11.8
2019-12-04 17:23:54,maitighar_putalisadak,peak,25.91,Mild,2.7
2019-12-17 10:13:36,maitighar_putalisadak,peak,11.47,Heavy,6.0
2019-12-18 06:51:55,maitighar_putalisadak,off_peak,4.16,Heavy,16.6
2019-12-20 08:22:03,maitighar_putalisadak,peak,2.5,Heavy,27.6
2019-12-15 05:15:40,maitighar_putalisadak,off_peak,8.07,Heavy,8.6
2019-12-20 08:21:33,maitighar_putalisadak,peak,1.44,Heavy,47.9
2019-12-18 06:00:26,maitighar_putalisadak,off_peak,7.4,Heavy,9.3
2019-12-08 12:33:36,maitighar_putalisadak,off_peak,2.97,Heavy,23.2
2019-12-17 08:25:43,maitighar_putalisadak,peak,1.04,Heavy,66.3
2019-12-20 05:37:26,maitighar_putalisadak,off_peak,10.82,Heavy,6.4
2019-12-18 14:24:36,maitighar_putalisadak,off_peak,19.95,Moderate,3.5
2019-12-17 08:28:41,maitighar_putalisadak,peak,1.26,Heavy,54.8
2019-12-05 05:16:22,maitighar_putalisadak,off_peak,8.16,Heavy,8.5
2019-12-05 06:20:02,maitighar_putalisadak,off_peak,8.87,Heavy,7.8
2019-12-25 06:45:36,maitighar_putalisadak,off_peak,9.21,Heavy,7.5
2019-12-24 09:40:35,maitighar_putalisadak,peak,13.12,Heavy,5.3
2019-12-13 09:58:04,maitighar_putalisadak,peak,1.46,Heavy,47.3
2019-12-25 21:39:45,maitighar_putalisadak,off_peak,28.88,Mild,2.4
2019-12-27 12:09:57,maitighar_putalisadak,off_peak,14.72,Heavy,4.7
2019-12-19 06:27:16,maitighar_putalisadak,off_peak,1.31,Heavy,52.7
2019-12-22 09:36:16,maitighar_putalisadak,peak,4.73,Heavy,14.6
2019-12-10 07:29:28,maitighar_putalisadak,off_peak,10.54,Heavy,6.5
2019-12-19 16:33:26,maitighar_putalisadak,peak,21.41,Mild,3.2
2019-12-31 07:20:40,maitighar_putalisadak,off_peak,15.49,Moderate,4.5
2019-12-04 08:57:32,maitighar_putalisadak,peak,4.53,Heavy,15.2
2019-12-04 07:18:47,maitighar_putalisadak,off_peak,16.16,Moderate,4.3
2019-12-09 10:46:20,maitighar_putalisadak,peak,8.45,Heavy,8.2
2019-12-09 13:11:54,maitighar_putalisadak,off_peak,9.4,Heavy,7.3
2019-12-12 15:30:23,maitighar_putalisadak,off_peak,23.08,Mild,3.0
2019-12-13 05:45:02,maitighar_putalisadak,off_peak,16.62,Moderate,4.2
2019-12-29 07:54:12,maitighar_putalisadak,off_peak,3.98,Heavy,17.3
2019-12-10 09:39:37,maitighar_putalisadak,peak,21.37,Mild,3.2
2019-12-16 13:38:53,maitighar_putalisadak,off_peak,18.61,Moderate,3.7
2019-12-20 16:29:02,maitighar_putalisadak,peak,11.84,Heavy,5.8
2019-12-03 06:14:09,maitighar_putalisadak,off_peak,14.35,Heavy,4.8
2019-12-13 13:05:15,maitighar_putalisadak,off_peak,1.55,Heavy,44.5
2019-12-11 07:47:42,maitighar_putalisadak,off_peak,3.77,Heavy,18.3
2019-12-18 09:37:05,maitighar_putalisadak,peak,9.41,Heavy,7.3
2019-12-31 06:14:58,maitighar_putalisadak,off_peak,2.35,Heavy,29.4
2019-12-11 06:29:42,maitighar_putalisadak,off_peak,9.37,Heavy,7.4
2019-12-03 13:02:42,maitighar_putalisadak,off_peak,9.36,Heavy,7.4
2019-12-20 16:43:02,maitighar_putalisadak,peak,16.54,Moderate,4.2
2019-12-28 09:59:30,maitighar_putalisadak,peak,15.33,Moderate,4.5
2019-12-15 12:10:07,maitighar_putalisadak,off_peak,6.17,Heavy,11.2
2019-12-11 08:14:39,maitighar_putalisadak,peak,7.91,Heavy,8.7
2019-12-06 05:54:00,maitighar_putalisadak,off_peak,10.01,Heavy,6.9
2019-12-04 05:57:47,maitighar_putalisadak,off_peak,14.41,Heavy,4.8
2019-12-18 09:32:19,maitighar_putalisadak,peak,9.71,Heavy,7.1
2019-12-11 13:04:47,maitighar_putalisadak,off_peak,9.07,Heavy,7.6
2019-12-24 13:04:00,maitighar_putalisadak,off_peak,3.18,Heavy,21.7
2019-12-16 16:37:06,maitighar_putalisadak,peak,19.54,Moderate,3.5
2019-12-10 06:52:52,maitighar_putalisadak,off_peak,6.74,Heavy,10.2
2019-12-11 09:17:09,maitighar_putalisadak,peak,13.65,Heavy,5.1
2019-12-25 08:31:36,maitighar_putalisadak,peak,18.85,Moderate,3.7
2019-12-13 15:48:52,maitighar_putalisadak,off_peak,11.39,Heavy,6.1
2019-12-19 12:10:35,maitighar_putalisadak,off_peak,11.69,Heavy,5.9
2019-12-06 13:00:08,maitighar_putalisadak,off_peak,5.48,Heavy,12.6
2019-12-25 13:45:01,maitighar_putalisadak,off_peak,18.68,Moderate,3.7
2019-12-20 15:35:41,maitighar_putalisadak,off_peak,22.46,Mild,3.1
2019-12-23 09:34:01,maitighar_putalisadak,peak,7.32,Heavy,9.4
2019-12-08 09:00:03,maitighar_putalisadak,peak,1.7,Heavy,40.6
2019-12-27 06:50:34,maitighar_putalisadak,off_peak,7.81,Heavy,8.8
2019-12-28 17:37:28,maitighar_putalisadak,peak,9.82,Heavy,7.0
2019-12-01 06:11:58,maitighar_putalisadak,off_peak,3.23974,Heavy,21.3
2019-12-13 09:54:27,maitighar_putalisadak,peak,4.64,Heavy,14.9
2019-12-03 14:46:54,maitighar_putalisadak,off_peak,17.89,Moderate,3.9
2019-12-12 09:21:12,maitighar_putalisadak,peak,4.28,Heavy,16.1
2019-12-04 12:51:38,maitighar_putalisadak,off_peak,8.73,Heavy,7.9
2019-12-27 07:50:32,maitighar_putalisadak,off_peak,5.56,Heavy,12.4
2019-12-21 06:37:25,maitighar_putalisadak,off_peak,10.52,Heavy,6.6
2019-12-16 10:59:29,maitighar_putalisadak,peak,6.22,Heavy,11.1
2019-12-04 13:14:14,maitighar_putalisadak,off_peak,3.24,Heavy,21.3
2019-12-13 11:05:47,maitighar_putalisadak,off_peak,4.21,Heavy,16.4
2019-12-18 13:38:34,maitighar_putalisadak,off_peak,2.73,Heavy,25.3
2019-12-16 11:45:17,maitighar_putalisadak,off_peak,1.2,Heavy,57.5
2019-12-16 07:00:08,maitighar_putalisadak,off_peak,3.05,Heavy,22.6
2019-12-18 06:53:55,maitighar_putalisadak,off_peak,1.89,Heavy,36.5
2019-12-09 06:19:53,maitighar_putalisadak,off_peak,10.39,Heavy,6.6
2019-12-18 06:14:12,maitighar_putalisadak,off_peak,2.07,Heavy,33.3
2019-12-03 05:17:03,maitighar_putalisadak,off_peak,2.03,Heavy,34.0
2019-12-18 06:12:13,maitighar_putalisadak,off_peak,11.64,Heavy,5.9
2019-12-23 05:00:00,maitighar_putalisadak,off_peak,8.88,Heavy,7.8
2019-12-11 05:59:14,maitighar_putalisadak,off_peak,8.83,Heavy,7.8
2019-12-31 17:27:45,maitighar_putalisadak,peak,22.37,Mild,3.1
2019-12-20 08:19:04,maitighar_putalisadak,peak,4.8,Heavy,14.4
2019-12-27 09:48:55,maitighar_putalisadak,peak,9.75,Heavy,7.1
2019-12-11 11:49:54,maitighar_putalisadak,off_peak,12.07,Heavy,5.7
2019-12-24 09:59:39,maitighar_putalisadak,peak,10.2,Heavy,6.8
2019-12-18 09:38:44,maitighar_putalisadak,peak,14.38,Heavy,4.8
2019-12-03 07:57:05,maitighar_putalisadak,off_peak,1.22,Heavy,56.6
2019-12-19 08:56:52,maitighar_putalisadak,peak,7.48,Heavy,9.2
2019-12-12 06:05:12,maitighar_putalisadak,off_peak,18.26,Moderate,3.8
2019-12-13 10:29:33,maitighar_putalisadak,peak,1.92,Heavy,35.9
2019-12-17 05:00:40,maitighar_putalisadak,off_peak,7.52,Heavy,9.2
2019-12-30 13:39:08,maitighar_putalisadak,off_peak,22.64,Mild,3.0
2019-12-05 10:12:27,maitighar_putalisadak,peak,3.93,Heavy,17.6
2019-12-05 17:20:56,maitighar_putalisadak,peak,18.11,Moderate,3.8
2019-12-25 11:32:10,maitighar_putalisadak,off_peak,7.49,Heavy,9.2
2019-12-24 09:43:27,maitighar_putalisadak,peak,14.35,Heavy,4.8
2019-12-20 10:17:27,maitighar_putalisadak,peak,6.07,Heavy,11.4
2019-12-18 10:53:50,maitighar_putalisadak,peak,12.19,Heavy,5.7
2019-12-28 16:18:02,maitighar_putalisadak,peak,5.72,Heavy,12.1
2019-12-17 14:56:16,maitighar_putalisadak,off_peak,17.93,Moderate,3.8
2019-12-08 09:23:40,maitighar_putalisadak,peak,19.68,Moderate,3.5
2019-12-13 07:35:41,maitighar_putalisadak,off_peak,18.44,Moderate,3.7
2019-12-02 12:17:59,maitighar_putalisadak,off_peak,13.5,Heavy,5.1
2019-12-08 07:50:57,maitighar_putalisadak,off_peak,9.08,Heavy,7.6
2019-12-20 08:18:04,maitighar_putalisadak,peak,4.31,Heavy,16.0
2019-12-17 16:00:36,maitighar_putalisadak,peak,23.85,Mild,2.9
2019-12-25 08:33:34,maitighar_putalisadak,peak,10.03,Heavy,6.9
2019-12-21 09:36:53,maitighar_putalisadak,peak,14.17,Heavy,4.9
2019-12-17 08:13:47,maitighar_putalisadak,peak,15.5,Moderate,4.5
2019-12-27 16:17:09,maitighar_putalisadak,peak,23.29,Mild,3.0
2019-12-10 09:09:14,maitighar_putalisadak,peak,3.72,Heavy,18.5
2019-12-10 15:35:48,maitighar_putalisadak,off_peak,28.33,Mild,2.4
2019-12-08 06:04:44,maitighar_putalisadak,off_peak,12.73,Heavy,5.4
2019-12-12 11:56:18,maitighar_putalisadak,off_peak,2.94,Heavy,23.5
2019-12-06 11:19:14,maitighar_putalisadak,off_peak,7.11,Heavy,9.7
2019-12-08 08:43:49,maitighar_putalisadak,peak,7.89,Heavy,8.7
2019-12-18 06:17:40,maitighar_putalisadak,off_peak,2.52,Heavy,27.4
2019-12-17 08:17:46,maitighar_putalisadak,peak,1.32,Heavy,52.3
2019-12-18 06:47:57,maitighar_putalisadak,off_peak,2.02,Heavy,34.2
2019-12-21 15:47:56,maitighar_putalisadak,off_peak,21.32,Mild,3.2
2019-12-21 11:06:06,maitighar_putalisadak,off_peak,12.86,Heavy,5.4
2019-12-27 05:03:53,maitighar_putalisadak,off_peak,6.51,Heavy,10.6
2019-12-20 08:19:34,maitighar_putalisadak,peak,2.76,Heavy,25.0
2019-12-09 10:55:28,maitighar_putalisadak,peak,7.65,Heavy,9.0
2019-12-25 11:32:39,maitighar_putalisadak,off_peak,11.68,Heavy,5.9
2019-12-23 09:14:07,maitighar_putalisadak,peak,7.17,Heavy,9.6
2019-12-17 08:14:47,maitighar_putalisadak,peak,1.03,Heavy,67.0
2019-12-19 07:18:25,maitighar_putalisadak,off_peak,3.27,Heavy,21.1
2019-12-18 06:24:07,maitighar_putalisadak,off_peak,1.44,Heavy,47.9
2019-12-17 08:46:33,maitighar_putalisadak,peak,1.03,Heavy,67.0
2019-12-18 09:16:25,maitighar_putalisadak,peak,2.05,Heavy,33.7
2019-12-17 08:20:15,maitighar_putalisadak,peak,1.09,Heavy,63.3
2019-12-17 08:17:16,maitighar_putalisadak,peak,1.07,Heavy,64.5
2019-12-18 09:22:21,maitighar_putalisadak,peak,1.64,Heavy,42.1
2019-12-16 07:42:21,maitighar_putalisadak,off_peak,13.12,Heavy,5.3
2019-12-18 06:53:25,maitighar_putalisadak,off_peak,1.76,Heavy,39.2
2019-12-13 10:23:35,maitighar_putalisadak,peak,5.3,Heavy,13.0
2019-12-18 06:42:00,maitighar_putalisadak,off_peak,1.2,Heavy,57.5
2019-12-09 10:51:42,maitighar_putalisadak,peak,5.87,Heavy,11.8
2019-12-15 10:14:37,maitighar_putalisadak,peak,10.6,Heavy,6.5
2019-12-01 11:39:03,maitighar_putalisadak,off_peak,8.09935,Heavy,8.5
2019-12-23 09:44:18,maitighar_putalisadak,peak,1.81,Heavy,38.1
2019-12-20 12:15:06,maitighar_putalisadak,off_peak,2.06,Heavy,33.5
2019-12-07 06:11:09,maitighar_putalisadak,off_peak,4.07,Heavy,17.0
2019-12-20 11:54:34,maitighar_putalisadak,off_peak,7.58,Heavy,9.1
2019-12-27 06:29:52,maitighar_putalisadak,off_peak,7.81,Heavy,8.8
2019-12-24 08:01:17,maitighar_putalisadak,peak,3.03,Heavy,22.8
2019-12-12 08:41:38,maitighar_putalisadak,peak,13.3,Heavy,5.2
2019-12-10 09:10:14,maitighar_putalisadak,peak,5.38,Heavy,12.8
2019-12-08 10:49:21,maitighar_putalisadak,peak,8.09935,Heavy,8.5
2019-12-18 05:28:13,maitighar_putalisadak,off_peak,13.42,Heavy,5.1
2019-12-05 10:10:17,maitighar_putalisadak,peak,7.92,Heavy,8.7
2019-12-17 16:09:41,maitighar_putalisadak,peak,11.77,Heavy,5.9
2019-12-19 07:04:13,maitighar_putalisadak,off_peak,2.51,Heavy,27.5
2019-12-12 07:31:21,maitighar_putalisadak,off_peak,2.58,Heavy,26.7
2019-12-08 13:12:18,maitighar_putalisadak,off_peak,7.43,Heavy,9.3
2019-12-03 09:00:07,maitighar_putalisadak,peak,9.34,Heavy,7.4
2019-12-23 06:28:41,maitighar_putalisadak,off_peak,5.62,Heavy,12.3
2019-12-31 10:03:43,maitighar_putalisadak,peak,7.79,Heavy,8.9
2019-12-17 06:40:30,maitighar_putalisadak,off_peak,8.16,Heavy,8.5
2019-12-21 11:42:36,maitighar_putalisadak,off_peak,3.29,Heavy,21.0
2019-12-12 05:49:10,maitighar_putalisadak,off_peak,7.38,Heavy,9.3
2019-12-12 10:52:49,maitighar_putalisadak,peak,4.9,Heavy,14.1
2019-12-09 11:20:01,maitighar_putalisadak,off_peak,11.73,Heavy,5.9
2019-12-01 06:11:33,maitighar_putalisadak,off_peak,5.39957,Heavy,12.8
2019-12-03 07:58:04,maitighar_putalisadak,off_peak,8.53,Heavy,8.1
2019-12-24 05:27:12,maitighar_putalisadak,off_peak,14.27,Heavy,4.8
2019-12-16 09:11:28,maitighar_putalisadak,peak,5.69,Heavy,12.1
2019-12-01 11:01:13,maitighar_putalisadak,off_peak,15.34,Moderate,4.5
2019-12-24 10:00:37,maitighar_putalisadak,peak,8.53,Heavy,8.1
2019-12-19 05:18:38,maitighar_putalisadak,off_peak,9.28,Heavy,7.4
2019-12-01 06:41:32,maitighar_putalisadak,off_peak,9.35,Heavy,7.4
2019-12-03 08:44:29,maitighar_putalisadak,peak,2.38,Heavy,29.0
2019-12-20 06:30:41,maitighar_putalisadak,off_peak,4.93,Heavy,14.0
2019-12-04 05:04:26,maitighar_putalisadak,off_peak,6.92,Heavy,10.0
2019-12-09 07:33:15,maitighar_putalisadak,off_peak,6.28,Heavy,11.0
2019-12-17 05:55:02,maitighar_putalisadak,off_peak,6.73,Heavy,10.3
2019-12-23 05:01:27,maitighar_putalisadak,off_peak,9.82,Heavy,7.0
2019-12-17 05:13:22,maitighar_putalisadak,off_peak,2.37,Heavy,29.1
2019-12-10 06:14:52,maitighar_putalisadak,off_peak,12.08,Heavy,5.7
2019-12-16 07:42:51,maitighar_putalisadak,off_peak,14.42,Heavy,4.8
2019-12-23 08:33:22,maitighar_putalisadak,peak,11.33,Heavy,6.1
2019-12-23 05:35:16,maitighar_putalisadak,off_peak,7.81,Heavy,8.8
2019-12-02 08:47:06,maitighar_putalisadak,peak,1.15,Heavy,60.0
2019-12-17 05:55:32,maitighar_putalisadak,off_peak,6.73,Heavy,10.3
2019-12-17 05:57:01,maitighar_putalisadak,off_peak,6.73,Heavy,10.3
2019-12-17 05:56:01,maitighar_putalisadak,off_peak,6.73,Heavy,10.3
2019-12-17 05:56:31,maitighar_putalisadak,off_peak,6.73,Heavy,10.3
2019-12-18 06:14:43,maitighar_putalisadak,off_peak,5.05,Heavy,13.7
2019-12-25 09:57:49,maitighar_putalisadak,peak,3.83,Heavy,18.0
2019-12-23 09:20:22,maitighar_putalisadak,peak,11.21,Heavy,6.2
2019-12-04 11:22:26,maitighar_putalisadak,off_peak,14.11,Heavy,4.9
2019-12-03 07:06:55,maitighar_putalisadak,off_peak,10.02,Heavy,6.9
2019-12-29 09:43:54,maitighar_putalisadak,peak,4.23,Heavy,16.3
2019-12-22 11:11:58,maitighar_putalisadak,off_peak,6.81,Heavy,10.1
2019-12-12 06:15:42,maitighar_putalisadak,off_peak,7.01944,Heavy,9.8
2019-12-25 09:45:36,maitighar_putalisadak,peak,10.25,Heavy,6.7
2019-12-02 08:49:55,maitighar_putalisadak,peak,4.88,Heavy,14.1
2019-12-18 05:42:58,maitighar_putalisadak,off_peak,15.08,Moderate,4.6
2019-12-27 08:19:45,maitighar_putalisadak,peak,2.18,Heavy,31.7
2019-12-04 11:34:30,maitighar_putalisadak,off_peak,12.01,Heavy,5.7
2019-12-24 06:35:11,maitighar_putalisadak,off_peak,3.99,Heavy,17.3
2019-12-25 06:44:17,maitighar_putalisadak,off_peak,17.49,Moderate,3.9
2019-12-12 11:17:34,maitighar_putalisadak,off_peak,10.42,Heavy,6.6
2019-12-20 14:20:17,maitighar_putalisadak,off_peak,12.1,Heavy,5.7
2019-12-21 11:06:36,maitighar_putalisadak,off_peak,6.11,Heavy,11.3
2019-12-04 09:26:56,maitighar_putalisadak,peak,9.18,Heavy,7.5
2019-12-25 06:19:00,maitighar_putalisadak,off_peak,8.31,Heavy,8.3
2019-12-08 06:05:14,maitighar_putalisadak,off_peak,1.88,Heavy,36.7
2019-12-08 06:14:48,maitighar_putalisadak,off_peak,6.07,Heavy,11.4
